Pergunta,Resposta
O que é uma função de callback em JavaScript?,Uma função de callback é uma função que é passada como um argumento para outra função e é executada após a conclusão de alguma operação ou evento.
Qual a diferença entre `setTimeout()` e `setInterval()` em JavaScript?,`setTimeout()` executa uma função uma vez após um determinado período de tempo (em milissegundos). `setInterval()` executa uma função repetidamente em intervalos regulares (em milissegundos).
O que é o operador ternário em JavaScript e como ele é usado?,O operador ternário é uma forma abreviada de escrever uma instrução `if...else`. Sua sintaxe é `condição ? expressão_se_verdadeiro : expressão_se_falso`.
O que é o método `concat()` em arrays JavaScript e como ele é usado?,O método `concat()` é usado para juntar dois ou mais arrays em um novo array. Ele não modifica os arrays originais.
O que é JSON e qual sua utilidade em JavaScript?,"JSON (JavaScript Object Notation) é um formato de dados leve e fácil de ler e escrever. É usado para transmitir dados entre um servidor e uma aplicação web. Em JavaScript, você pode usar `JSON.stringify()` para converter um objeto JavaScript em uma string JSON e `JSON.parse()` para converter uma string JSON de volta em um objeto JavaScript."
O que é o método `padStart()` em strings JavaScript e como ele funciona?,"O método `padStart()` preenche o início de uma string com um caractere especificado (ou espaço em branco, por padrão) até atingir um comprimento especificado."
O que é o método `padEnd()` em strings JavaScript e como ele funciona?,"O método `padEnd()` preenche o final de uma string com um caractere especificado (ou espaço em branco, por padrão) até atingir um comprimento especificado."
O que é o operador de coalescência nula (`??`) em JavaScript?,"O operador de coalescência nula (`??`) retorna seu operando do lado direito quando seu operando do lado esquerdo é `null` ou `undefined`, caso contrário, retorna seu operando do lado esquerdo. Ele é útil para fornecer um valor padrão para uma variável que pode ser nula ou indefinida."
O que é o encadeamento opcional (`?.`) em JavaScript?,"O encadeamento opcional (`?.`) permite acessar propriedades de um objeto que pode ser `null` ou `undefined` sem lançar um erro. Se a propriedade anterior no encadeamento for `null` ou `undefined`, a expressão retorna `undefined` imediatamente."
Qual é a finalidade do `use strict`?,"O `use strict` habilita o modo estrito no JavaScript, tornando o código mais seguro e robusto ao impor regras mais rigorosas para a sintaxe e o comportamento da linguagem. Isso ajuda a detectar erros comuns mais cedo e impede o uso de funcionalidades problemáticas."
Como você pode encontrar o índice de um elemento em um array?,Use o método `indexOf()`. Ele retorna o primeiro índice no qual o elemento pode ser encontrado no array ou -1 se ele não estiver presente.
Qual é a diferença entre `shift()` e `unshift()`?,`shift()` remove o primeiro elemento de um array e retorna esse elemento. `unshift()` adiciona um ou mais elementos ao início de um array e retorna o novo comprimento do array.
Como verificar se um objeto tem uma propriedade específica?,Use o método `hasOwnProperty('nomeDaPropriedade')`. Ele retorna `true` se o objeto tem a propriedade especificada e `false` caso contrário.
Explique como funciona o método `Object.keys()`.,O método `Object.keys()` retorna um array com os nomes de todas as propriedades enumeráveis de um determinado objeto.
O que é o operador spread (`...`) e para que serve?,"O operador spread (`...`) permite expandir um iterável (como um array ou string) em locais onde zero ou mais argumentos (para chamadas de função) ou elementos (para literais de array) são esperados. Ele é usado para copiar arrays, combinar arrays e passar argumentos para funções."
Como você pode inverter a ordem dos elementos em um array?,Use o método `reverse()`. Ele inverte a ordem dos elementos no array.
Qual é o propósito do método `Array.from()`?,O método `Array.from()` cria uma nova instância de Array a partir de um objeto semelhante a um array ou iterável.
Como você pode remover elementos duplicados de um array?,Você pode usar o objeto `Set`. Exemplo: `[...new Set(arrayComDuplicados)]`.  Sets armazenam apenas valores únicos.
O que é o método `trim()` e qual sua utilidade?,O método `trim()` remove espaços em branco do início e do final de uma string. É útil para limpar dados de entrada do usuário.
"Explique o conceito de ""currying"" em JavaScript.",Currying é uma técnica em programação funcional que transforma uma função que recebe múltiplos argumentos em uma sequência de funções que recebem um único argumento cada. Cada chamada de função retorna uma nova função que espera o próximo argumento.
Como você pode verificar se uma variável é do tipo `Number`?,Você pode usar `typeof variavel === 'number'` ou `Number.isFinite(variavel)`. `Number.isFinite()` é mais robusto porque distingue entre números finitos e `NaN` ou `Infinity`.
O que é o método `Object.freeze()` e qual seu propósito?,"O método `Object.freeze()` congela um objeto. Um objeto congelado não pode mais ter suas propriedades alteradas: novas propriedades não podem ser adicionadas, propriedades existentes não podem ser removidas, seus valores não podem ser alterados e a reconfigurabilidade de suas propriedades não pode ser alterada. Ele retorna o objeto congelado."
O que é o método `Object.seal()` e qual seu propósito?,"O método `Object.seal()` sela um objeto, impedindo que novas propriedades sejam adicionadas a ele e marcando todas as propriedades existentes como não configuráveis. Os valores das propriedades presentes ainda podem ser alterados, desde que sejam graváveis."
Qual é a diferença entre `Object.freeze()` e `Object.seal()`?,"`Object.freeze()` impede qualquer alteração no objeto, incluindo a alteração dos valores das propriedades existentes. `Object.seal()` impede a adição ou remoção de propriedades, mas permite a modificação dos valores das propriedades existentes."
O que são WeakSets e qual a sua utilidade?,"WeakSets são coleções de objetos (apenas objetos, não valores primitivos) nas quais cada objeto ocorre apenas uma vez e que não impede o objeto de ser coletado pelo coletor de lixo, se não houver outras referências a ele."
O que são WeakMaps e qual a sua utilidade?,"WeakMaps são coleções de pares chave/valor em que as chaves são objetos (apenas objetos, não valores primitivos) e os valores podem ser de qualquer tipo. Assim como no WeakSet, a presença de uma chave no WeakMap não impede que o objeto seja coletado pelo coletor de lixo se não houver outras referências a ele."
O que é o método `toLocaleString()` e como ele é usado?,"O método `toLocaleString()` retorna uma string com uma representação sensível à localidade deste número. Ele permite formatar números, datas e moedas de acordo com as convenções de uma determinada localidade."
O que é BigInt em JavaScript?,"BigInt é um tipo de dado numérico que permite representar inteiros com precisão arbitrária, além do limite de `Number.MAX_SAFE_INTEGER`. Ele é criado adicionando `n` ao final de um número literal (ex: `123n`) ou usando a função `BigInt()`."
Como você pode iterar sobre as propriedades de um objeto?,Você pode usar um loop `for...in` para iterar sobre as propriedades enumeráveis de um objeto.
O que são funções de ordem superior (Higher-Order Functions)?,Funções de ordem superior são funções que recebem outras funções como argumentos ou retornam funções como resultados.
Explique o que é programação assíncrona em JavaScript.,"Programação assíncrona permite que um programa execute várias tarefas simultaneamente sem bloquear a thread principal. Isso é importante para realizar operações de longa duração, como solicitações de rede, sem congelar a interface do usuário."
O que são Promises em JavaScript e como elas são usadas?,"Promises são objetos que representam o resultado eventual (sucesso ou falha) de uma operação assíncrona. Elas têm três estados: pendente (pending), cumprida (fulfilled) e rejeitada (rejected). Elas são usadas para lidar com operações assíncronas de forma mais organizada do que callbacks aninhados."
Como você lida com erros em Promises?,Você usa o método `.catch()` para lidar com erros em Promises. O `.catch()` é anexado ao final da cadeia de Promises e é executado se qualquer uma das Promises na cadeia for rejeitada.
O que são `async/await` em JavaScript e como eles simplificam a programação assíncrona?,"`async/await` são palavras-chave que simplificam a escrita de código assíncrono. `async` define uma função assíncrona, e `await` pausa a execução da função até que uma Promise seja resolvida. Isso torna o código assíncrono mais fácil de ler e escrever, parecendo código síncrono."
Qual é a função do método `Promise.all()`?,"O método `Promise.all()` recebe um array de Promises e retorna uma nova Promise que é cumprida quando todas as Promises no array são cumpridas, ou rejeitada se qualquer uma das Promises no array for rejeitada."
O que é o método `Promise.race()`?,O método `Promise.race()` recebe um array de Promises e retorna uma nova Promise que é cumprida ou rejeitada assim que a primeira Promise no array for cumprida ou rejeitada.
O que são symbols em JavaScript e qual a sua utilidade?,Symbols são um tipo de dado primitivo que representa um identificador único. Eles são usados para criar propriedades de objeto que são privadas e não podem ser acessadas ou modificadas por outros códigos.
O que é o método `Proxy` em JavaScript e para que serve?,"O objeto `Proxy` permite interceptar e personalizar operações fundamentais em objetos (por exemplo, leitura de propriedade, atribuição, enumeração, invocação de função, etc.). É usado para criar comportamentos personalizados para objetos, como validação de acesso, logging, ou virtualização."
Qual a diferença entre `map` e `forEach` em JavaScript?,"`map` retorna um novo array com os resultados da aplicação de uma função a cada elemento do array original. `forEach` executa uma função para cada elemento do array, mas não retorna um novo array (retorna `undefined`).  `forEach` é usado para iterar e realizar ações, enquanto `map` é usado para transformar os elementos de um array."
O que é o método `Array.prototype.flat()` e para que serve?,"O método `Array.prototype.flat()` cria um novo array com todos os elementos sub-array concatenados nele recursivamente até a profundidade especificada. Ele é útil para ""achatar"" arrays aninhados."
O que é o método `Array.prototype.flatMap()` e para que serve?,"O método `Array.prototype.flatMap()` é idêntico ao método `map()` seguido pelo método `flat()` de profundidade 1. Ele é útil para mapear cada elemento para um novo array e, em seguida, achatar o resultado em um novo array."
O que são classes em JavaScript?,Classes em JavaScript são um modelo sintático para criar objetos. Elas são construídas sobre o sistema de protótipos e oferecem uma maneira mais clara e organizada de definir e criar objetos.
Como você herda propriedades e métodos de uma classe pai em JavaScript?,"Você usa a palavra-chave `extends` para indicar que uma classe herda de outra. Dentro da classe filha, você pode usar a palavra-chave `super()` para chamar o construtor da classe pai e acessar suas propriedades e métodos."
O que é o modificador `static` em classes JavaScript?,O modificador `static` define um método estático para a classe. Métodos estáticos são chamados diretamente na classe (em vez de em instâncias da classe) e geralmente são usados para funções utilitárias relacionadas à classe.
O que é o padrão de módulo em JavaScript?,"O padrão de módulo é uma técnica para organizar o código JavaScript em unidades reutilizáveis e isoladas, chamadas módulos. Ele usa closures para encapsular o estado interno do módulo e expor apenas uma interface pública para outros códigos."
O que é o escopo global em JavaScript?,O escopo global é o escopo mais externo em um programa JavaScript. Variáveis declaradas fora de qualquer função ou bloco têm escopo global e podem ser acessadas de qualquer lugar no código.
O que é o escopo de função em JavaScript?,O escopo de função é o escopo criado dentro de uma função. Variáveis declaradas dentro de uma função têm escopo de função e só podem ser acessadas dentro dessa função.
O que é o escopo de bloco em JavaScript?,O escopo de bloco é o escopo criado dentro de um bloco de código (delimitado por chaves `{}`). Variáveis declaradas com `let` ou `const` dentro de um bloco têm escopo de bloco e só podem ser acessadas dentro desse bloco.
O que é uma função pura?,Uma função pura é uma função que sempre retorna o mesmo resultado para as mesmas entradas e não tem efeitos colaterais (não modifica nenhum estado fora da função).
Qual a importância de evitar efeitos colaterais em funções JavaScript?,"Evitar efeitos colaterais torna o código mais previsível, fácil de testar e depurar. Funções sem efeitos colaterais são mais fáceis de raciocinar e podem ser reutilizadas em diferentes partes do programa sem causar problemas inesperados."
O que é memoization?,Memoization é uma técnica de otimização que armazena em cache os resultados de chamadas de função caras e retorna o resultado em cache quando as mesmas entradas ocorrem novamente. Isso pode melhorar significativamente o desempenho de funções que são chamadas repetidamente com as mesmas entradas.
Como você pode implementar memoization em JavaScript?,"Você pode criar um cache (um objeto ou Map) para armazenar os resultados das chamadas de função. Antes de executar a função, verifique se o resultado já está no cache. Se estiver, retorne o resultado em cache. Caso contrário, execute a função, armazene o resultado no cache e retorne o resultado."
O que são web workers?,Web Workers permitem executar scripts em threads de fundo separadas do thread principal do navegador. Isso permite realizar tarefas computacionalmente intensivas sem bloquear a interface do usuário.
Como você pode se comunicar com um web worker?,Você pode usar o método `postMessage()` para enviar mensagens para o web worker e o evento `onmessage` para receber mensagens do web worker.
O que são service workers?,"Service workers são scripts que são executados em segundo plano e atuam como um proxy entre o navegador e a rede. Eles podem ser usados para implementar recursos como cache offline, notificações push e sincronização em segundo plano."
Como você pode selecionar um elemento HTML usando JavaScript?,"Você pode usar os métodos `document.getElementById()`, `document.getElementsByClassName()`, `document.getElementsByTagName()` e `document.querySelector()`/`document.querySelectorAll()` para selecionar elementos HTML."
Como você pode modificar o conteúdo de um elemento HTML usando JavaScript?,"Você pode usar a propriedade `textContent` ou `innerHTML` para modificar o conteúdo de um elemento HTML. `textContent` define o texto do elemento, enquanto `innerHTML` define o HTML interno do elemento."
Como você pode adicionar um novo elemento HTML a uma página usando JavaScript?,"Você pode usar os métodos `document.createElement()` para criar um novo elemento, `document.createTextNode()` para criar um nó de texto e `appendChild()` para adicionar o novo elemento ao DOM."
Como você pode remover um elemento HTML de uma página usando JavaScript?,Você pode usar o método `removeChild()` do elemento pai para remover um elemento filho do DOM.
Como você pode adicionar um ouvinte de evento a um elemento HTML usando JavaScript?,"Você pode usar o método `addEventListener()` para adicionar um ouvinte de evento a um elemento HTML. O método `addEventListener()` recebe o nome do evento (por exemplo, ""click"", ""mouseover"") e uma função de callback que será executada quando o evento ocorrer."
Como você pode remover um ouvinte de evento de um elemento HTML usando JavaScript?,Você pode usar o método `removeEventListener()` para remover um ouvinte de evento de um elemento HTML.
O que é a propagação de eventos (event bubbling) em JavaScript?,A propagação de eventos (event bubbling) é o processo pelo qual um evento disparado em um elemento filho se propaga para seus elementos pais na árvore do DOM. Isso significa que os ouvintes de evento anexados aos elementos pais também serão executados quando o evento for disparado no elemento filho.
Como você pode impedir a propagação de eventos em JavaScript?,Você pode usar o método `stopPropagation()` do objeto de evento para impedir a propagação de eventos.
O que são Formulários em HTML e como interagir com eles via JavaScript?,"Formulários são elementos HTML usados para coletar dados do usuário. Interagimos com eles via JavaScript capturando o evento `submit` do formulário, acessando os valores dos campos usando `document.getElementById()` ou `document.querySelector()` e suas propriedades `value`. Podemos também validar os dados antes de enviar."
O que é o método `JSON.stringify()` e qual sua finalidade?,`JSON.stringify()` converte um objeto JavaScript em uma string JSON. É usado para transmitir dados entre um servidor e uma aplicação web ou para armazenar dados em formatos como `localStorage`.
O que é o método `JSON.parse()` e qual sua finalidade?,`JSON.parse()` analisa uma string JSON e a converte em um objeto JavaScript. É usado para receber dados formatados como JSON e convertê-los em objetos manipuláveis em JavaScript.
Como você pode ler e escrever cookies em JavaScript?,"Você pode acessar os cookies usando a propriedade `document.cookie`. Para escrever um cookie, você atribui uma string com o nome, valor e opções do cookie (como tempo de expiração) a `document.cookie`. Para ler, você parseia a string `document.cookie` para encontrar o cookie desejado."
O que é uma expressão regular (regex) em JavaScript?,"Uma expressão regular (regex) é um padrão usado para corresponder a combinações de caracteres em strings. É uma forma poderosa de pesquisar, substituir e validar texto."
Quais são alguns métodos de string que usam expressões regulares em JavaScript?,"Métodos como `search()`, `replace()`, `match()` e `split()` podem usar expressões regulares para realizar operações de pesquisa e manipulação de strings."
O que são quantificadores em expressões regulares? Dê exemplos.,"Quantificadores especificam quantas vezes um elemento (caractere, grupo, etc.) deve ocorrer para que haja uma correspondência. Exemplos: `*` (zero ou mais), `+` (um ou mais), `?` (zero ou um), `{n}` (exatamente n vezes), `{n,}` (n ou mais vezes), `{n,m}` (entre n e m vezes)."
O que são classes de caracteres em expressões regulares? Dê exemplos.,"Classes de caracteres definem um conjunto de caracteres que podem ser usados para corresponder. Exemplos: `[abc]` (qualquer um dos caracteres a, b ou c), `[a-z]` (qualquer caractere de a a z), `[0-9]` (qualquer dígito de 0 a 9), `.` (qualquer caractere, exceto quebras de linha)."
O que são caracteres de escape em expressões regulares e por que são usados?,"Caracteres de escape são usados para corresponder a caracteres especiais (como `.` , `*` , `+` , `?` , `\` , `[`, `]`, `(`, `)`, `{`, `}`, `^`, `$`, `|`) que têm um significado especial nas expressões regulares. Você usa uma barra invertida `\` antes do caractere para ""escapar"" seu significado especial e fazê-lo corresponder ao próprio caractere literal. Ex: `\.` corresponde ao caractere ponto."
O que são lookarounds (positive/negative lookahead/lookbehind) em expressões regulares?,"Lookarounds são asserções que verificam se um padrão está presente antes ou depois de outro padrão, sem incluir o padrão lookaround na correspondência final.
   * **Lookahead:** `(?=pattern)` (positive), `(?!pattern)` (negative) - Verifica se o padrão segue ou não.
   * **Lookbehind:** `(?<=pattern)` (positive), `(?<!pattern)` (negative) - Verifica se o padrão precede ou não."
O que são flags em expressões regulares em JavaScript?,"Flags modificam o comportamento de uma expressão regular. As flags são adicionadas após a barra final da expressão regular (ex: `/pattern/gi`). Alguns exemplos são:
   * `g` (global): Encontra todas as correspondências, em vez de parar após a primeira.
   * `i` (ignore case): Ignora a distinção entre maiúsculas e minúsculas.
   * `m` (multiline): Permite que `^` e `$` correspondam ao início e ao fim de cada linha (em vez de apenas o início e o fim de toda a string).
   * `s` (dotAll): Permite que `.` corresponda a qualquer caractere, incluindo quebras de linha."
Como você pode validar um endereço de e-mail usando uma expressão regular em JavaScript?,"Um exemplo (simplificado) de expressão regular para validar um e-mail é: `/^[^\s@]+@[^\s@]+\.[^\s@]+$/`. Esta regex verifica se há pelo menos um caractere não espaço ou `@` antes do `@`, seguido por pelo menos um caractere não espaço ou `@` depois do `@`, seguido por um ponto e, finalmente, pelo menos um caractere não espaço ou `@` após o ponto. Lembre-se que validações de e-mail complexas exigem regex mais robustas."
O que é a função `eval()` em JavaScript e quais são os riscos de usá-la?,"A função `eval()` avalia uma string como código JavaScript. No entanto, o uso de `eval()` é geralmente desencorajado, pois pode apresentar sérios riscos de segurança, como a execução de código malicioso se a string a ser avaliada for derivada de entrada do"
O que é o escopo léxico em JavaScript?,"Escopo léxico significa que o escopo de uma variável em JavaScript é determinado pela sua posição no código-fonte, e não pelo contexto de execução."
Como você pode prevenir a modificação de um objeto em JavaScript?,"Você pode usar `Object.freeze(obj)` para tornar um objeto imutável, impedindo que novas propriedades sejam adicionadas, existentes sejam removidas ou que seus valores sejam alterados."
O que é a função `parseInt()` e qual sua finalidade?,"`parseInt()` converte uma string em um número inteiro. Opcionalmente, aceita um segundo argumento que especifica a base numérica (radix) a ser usada na conversão."
O que são closures em JavaScript?,"Closures são funções que ""lembram"" o ambiente (escopo léxico) em que foram criadas, mesmo depois que o escopo externo já foi encerrado. Elas permitem que uma função acesse variáveis de um escopo externo."
"Explique o conceito de ""hoisting"" em JavaScript.","Hoisting é um comportamento no JavaScript onde as declarações de variáveis (`var`) e funções são movidas para o topo de seus respectivos escopos durante a fase de compilação.  Entretanto, a inicialização das variáveis com `var` não é hoisted, resultando em `undefined` até que a linha de código com a atribuição seja executada."
Qual é o método `reduce()` em arrays JavaScript e para que serve?,"`reduce()` executa uma função ""redutora"" (fornecida por você) em cada elemento do array, resultando em um único valor de saída. Ele pode ser usado para somar elementos, concatenar strings, etc."
Explique o que são Promises em JavaScript.,Promises representam o resultado eventual (sucesso ou falha) de uma operação assíncrona. Elas ajudam a lidar com código assíncrono de forma mais organizada do que callbacks.
O que é o operador `spread` (...) em JavaScript?,"O operador spread expande um array ou objeto em elementos individuais. Ele pode ser usado para criar cópias de arrays e objetos, concatenar arrays e passar argumentos para funções."
Como você clona um objeto em JavaScript? Quais os tipos de cópia existentes?,"Você pode usar `Object.assign({}, objetoOriginal)` para fazer uma cópia superficial (shallow copy) ou o operador spread `{...objetoOriginal}` para o mesmo efeito. Para uma cópia profunda (deep copy), você pode usar `JSON.parse(JSON.stringify(objetoOriginal))`, mas isso não funciona para objetos com funções."
"O que é o ""strict mode"" em JavaScript e como habilitá-lo?","""Strict mode"" é um modo restritivo de JavaScript que impõe regras mais rigorosas, ajudando a detectar erros e evitar práticas ruins. Ele é habilitado adicionando a string `""use strict"";` no início do arquivo ou da função."
Como você pode lidar com erros em JavaScript?,Você pode usar blocos `try...catch` para capturar e tratar exceções que ocorrem durante a execução do código.
Qual a diferença entre `forEach` e `map` em JavaScript?,"`forEach` itera sobre os elementos de um array e executa uma função para cada elemento. Ele não retorna nada. `map` também itera sobre os elementos de um array e executa uma função para cada elemento, mas retorna um novo array com os resultados."
"Qual a diferença entre `call`, `apply` e `bind` em JavaScript?","`call` e `apply` são usados para invocar uma função com um determinado valor para `this`. `call` recebe os argumentos separadamente, enquanto `apply` recebe os argumentos como um array. `bind` cria uma nova função com o `this` definido para um determinado valor, mas não invoca a função imediatamente."
O que é programação orientada a protótipos em JavaScript?,"É um paradigma onde os objetos herdam propriedades e métodos de outros objetos (protótipos). Em vez de classes, JavaScript usa protótipos para definir as características dos objetos."
O que é o protótipo de um objeto em JavaScript?,O protótipo é um objeto do qual outro objeto herda propriedades e métodos. Todo objeto em JavaScript tem um protótipo (exceto o objeto criado com `Object.create(null)`).
O que é a cadeia de protótipos em JavaScript?,"É uma série de protótipos conectados entre si, onde cada objeto tem um protótipo, e esse protótipo pode ter outro protótipo, e assim por diante. Quando uma propriedade é acessada em um objeto, JavaScript procura na cadeia de protótipos até encontrar a propriedade ou chegar ao final da cadeia (que é `null`)."
Como você cria um objeto em JavaScript usando a notação literal?,"Usando chaves `{}` e definindo as propriedades dentro das chaves, como por exemplo: `let objeto = { nome: ""Exemplo"", idade: 30 };`"
Como você cria um objeto em JavaScript usando a palavra-chave `new` e uma função construtora?,"Definindo uma função com a primeira letra maiúscula (por convenção) e usando a palavra-chave `new` para criar uma instância do objeto, como por exemplo: `function Pessoa(nome, idade) { this.nome = nome; this.idade = idade; } let pessoa1 = new Pessoa(""João"", 25);`"
O que são funções anônimas em JavaScript?,São funções que não têm nome. Elas são frequentemente usadas como argumentos para outras funções ou atribuídas a variáveis. Exemplo: `let minhaFuncao = function() { /* código */ };`
O que são funções de alta ordem (Higher-Order Functions) em JavaScript?,"São funções que recebem outras funções como argumentos ou retornam outras funções como resultados. Exemplos comuns são `map`, `filter` e `reduce`."
"Como você adiciona um ""event listener"" a um elemento HTML usando JavaScript?",Você pode usar o método `addEventListener()`.
"O que é ""event bubbling"" em JavaScript?",É o processo em que um evento disparado em um elemento se propaga para os elementos pais na árvore DOM.
"O que é ""event capturing"" em JavaScript?","É o processo em que um evento disparado em um elemento se propaga para os elementos filhos na árvore DOM, antes de chegar ao elemento alvo.  É menos comum que bubbling."
"O que é ""event delegation"" em JavaScript?","É uma técnica em que você adiciona um ""event listener"" a um elemento pai e usa a propriedade `event.target` para determinar qual elemento filho disparou o evento. Isso pode melhorar o desempenho, especialmente quando você tem muitos elementos filhos."
O que é o objeto `location` em JavaScript?,"É uma propriedade do objeto `window` que contém informações sobre o URL da página atual. Ele permite que você redirecione o usuário para outra página, recarregue a página atual, etc."
Como você cria um cookie em JavaScript?,Você pode usar a propriedade `document.cookie` para definir o valor de um cookie.
Como você exclui um cookie em JavaScript?,Você pode definir a data de expiração do cookie para uma data passada.
Como você limpa todo o Local Storage usando JavaScript?,Você pode usar o método `localStorage.clear()`.
O que é o operador de coalescência nula (Nullish Coalescing Operator - `??`) em JavaScript?,"O operador `??` retorna o operando do lado direito quando o operando do lado esquerdo é `null` ou `undefined`. Caso contrário, retorna o operando do lado esquerdo.  É diferente do operador `||` que considera valores falsy (como 0 ou """") como equivalentes a `null` ou `undefined`."
O que é o encadeamento opcional (Optional Chaining - `?.`) em JavaScript?,"O operador `?.` permite acessar propriedades de um objeto que pode ser `null` ou `undefined` sem causar um erro. Se o objeto for `null` ou `undefined`, o operador retorna `undefined`."
O que são Map e Set em JavaScript?,"`Map` é uma coleção de pares chave-valor, onde as chaves podem ser de qualquer tipo de dado. `Set` é uma coleção de valores únicos, também de qualquer tipo de dado."
Qual a diferença entre Map e um objeto literal em JavaScript?,"As chaves em um `Map` podem ser de qualquer tipo de dado (incluindo objetos), enquanto em um objeto literal, as chaves são sempre strings ou símbolos. A ordem das chaves é preservada em um `Map`, mas não é garantida em um objeto literal.  Map tem métodos específicos para gerenciar seus elementos (set, get, delete, has)."
Qual a diferença entre Set e um array em JavaScript?,"Um `Set` armazena apenas valores únicos, enquanto um array pode conter valores duplicados. A ordem dos elementos não é garantida em um `Set`.  Set tem métodos otimizados para verificar a existência de um elemento (has)."
Como você faz uma requisição GET usando a API Fetch?,`fetch('url').then(response => response.json()).then(data => console.log(data));`
Como você faz uma requisição POST usando a API Fetch?,"`fetch('url', { method: 'POST', body: JSON.stringify(data), headers: { 'Content-Type': 'application/json' } }).then(response => response.json()).then(data => console.log(data));`"
Como você importa um módulo em JavaScript usando a sintaxe `import`?,`import { nomeDaFuncao } from './caminho/para/o/modulo.js';`
Como você exporta um módulo em JavaScript usando a sintaxe `export`?,`export function nomeDaFuncao() { /* código */ }` ou `export default nomeDaFuncao;`
Quais são alguns métodos comuns do objeto `console`?,"`console.log()`, `console.warn()`, `console.error()`, `console.table()`, `console.time()`, `console.timeEnd()`."
Quais são alguns metacaracteres comuns em expressões regulares?,"`.` (qualquer caractere), `*` (zero ou mais ocorrências), `+` (uma ou mais ocorrências), `?` (zero ou uma ocorrência), `[]` (conjunto de caracteres), `^` (início da string), `$` (fim da string)."
Como você testa se uma string corresponde a uma expressão regular em JavaScript?,Você pode usar o método `test()` da expressão regular ou o método `match()` da string.
O que são os métodos `toUpperCase()` e `toLowerCase()` em strings JavaScript?,`toUpperCase()` converte uma string para letras maiúsculas. `toLowerCase()` converte uma string para letras minúsculas.
O que é o método `substring()` em strings JavaScript?,Retorna uma parte de uma string entre os índices inicial e final especificados.
O que é o método `slice()` em strings JavaScript?,"Semelhante a `substring()`, mas também aceita índices negativos, que indicam posições a partir do final da string."
O que é o método `padStart()` em strings JavaScript?,"Preenche o início de uma string com um caractere especificado (ou espaço em branco, por padrão) até atingir um comprimento determinado."
O que é o método `padEnd()` em strings JavaScript?,"Preenche o final de uma string com um caractere especificado (ou espaço em branco, por padrão) até atingir um comprimento determinado."
O que são WeakSet e WeakMap em JavaScript?,"`WeakSet` e `WeakMap` são coleções que armazenam objetos fracamente. Isso significa que, se um objeto armazenado em um `WeakSet` ou `WeakMap` não for mais referenciado em nenhum outro lugar, ele pode ser coletado pelo coletor de lixo (garbage collector), e a entrada correspondente no `WeakSet` ou `WeakMap` será removida automaticamente. Eles não permitem iteração. As chaves dos WeakMap só podem ser objetos."
Dê um exemplo de destructuring de um objeto.,"`const { nome, idade } = pessoa;` (onde `pessoa` é um objeto com propriedades `nome` e `idade`)."
Dê um exemplo de destructuring de um array.,"`const [primeiro, segundo] = numeros;` (onde `numeros` é um array)."
O que é o operador rest (`...`) em JavaScript?,"Quando usado como parâmetro de uma função, o operador rest coleta todos os argumentos restantes em um array. Por exemplo: `function minhaFuncao(param1, ...rest) { console.log(rest); }`."
O que é a palavra-chave `this` dentro de uma classe em JavaScript?,Refere-se à instância do objeto que está sendo criada.
O que é herança em JavaScript (usando classes)?,É a capacidade de uma classe (subclasse) herdar propriedades e métodos de outra classe (superclasse).
Como você implementa herança em JavaScript usando classes?,Usando a palavra-chave `extends`. Por exemplo: `class Cachorro extends Animal { /* ... */ }`
O que é o método `super()` em JavaScript?,É usado dentro do construtor de uma subclasse para chamar o construtor da superclasse. Também pode ser usado para acessar métodos da superclasse.
Como você define um getter em JavaScript?,Usando a palavra-chave `get` antes do nome do método.
Como você define um setter em JavaScript?,Usando a palavra-chave `set` antes do nome do método.
O que são Symbol em JavaScript?,Symbols são um tipo de dado primitivo que representa um identificador único. Eles são usados para criar propriedades privadas em objetos e para evitar conflitos de nomes.
Como você cria um Symbol em JavaScript?,Usando a função `Symbol()`.
O que é o spread operator com objetos?,"Permite criar cópias de objetos ou combinar múltiplos objetos em um só, de forma concisa. `const novoObjeto = { ...objeto1, ...objeto2 };`"
O que são tagged templates?,"Permitem processar template literals com uma função tag, oferecendo controle sobre a interpolação e formatação da string final."
O que é um proxy em JavaScript?,"Um proxy é um objeto que atua como intermediário para outro objeto. Ele permite interceptar e personalizar operações no objeto original, como acesso a propriedades, atribuição de valores e chamadas de métodos."
O que são os handlers de um proxy em JavaScript?,"São funções que definem o comportamento do proxy para diferentes operações. Exemplos: `get`, `set`, `apply`, `construct`."
O que é Reflect em JavaScript?,`Reflect` é um objeto embutido que fornece métodos para interceptar e personalizar operações JavaScript. Ele é usado em conjunto com Proxies.
O que é tail call optimization (TCO) em JavaScript?,"É uma otimização que permite que as chamadas recursivas no final de uma função não acumulem frames na pilha de chamadas, evitando estouros de pilha (stack overflow).  Nem todos os ambientes JavaScript implementam TCO."
O que é o operador `globalThis` em JavaScript?,"`globalThis` é uma propriedade que sempre se refere ao objeto global, independentemente do ambiente de execução (navegador, Node.js, etc.)."
Qual a diferença entre `Function.prototype.apply()` e `Reflect.apply()`?,"`Function.prototype.apply()` invoca uma função com um dado valor `this` e argumentos fornecidos como um array (o que pode ser complicado se o array for muito grande). `Reflect.apply()` executa a mesma tarefa, mas de uma forma mais elegante e eficiente, principalmente ao lidar com arrays de argumentos grandes."
